지역,지역구,카페명,주소,위도,경도,
서서울,은평,스모어,서울 은평구 연서로29길 8-8,37.6189525,126.9196972,
서서울,은평,필라멘트카페,서울 은평구 통일로 883,37.6217534,126.9194619,
서서울,은평,HUGA,서울 은평구 진관2로 19,37.634753,126.9197743,
서서울,은평,YM Coffee Project,서울 은평구 연서로29길 21-8,37.6190949,126.9175418,
서서울,은평,카페달력,서울 은평구 연서로18길 28-2,37.6119303,126.9205339,
서서울,은평,CAFE ASA,서울 은평구 불광천길 338,37.5890681,126.9140942,
서서울,은평,1인1잔,서울 은평구 연서로 534,37.6190884,126.9235023,
서서울,은평,카페뤽상부르,서울 은평구 연서로25길 6-11,37.6172218,126.9181467,
서서울,은평,Tamnadoda cafe,서울 은평구 통일로83길 5-14,37.620598,126.9187423,
서서울,은평,북한산제빵소,서울 은평구 진관동 126-11,37.6394812,126.9401428,
서서울,은평,제이츠 커피 브루어스,서울 은평구 연서로25길 20-3,37.6174221,126.9168944,https://store.naver.com/restaurants/detail?id=755216020&query=%EC%A0%9C%EC%9D%B4%EC%B8%A0%20%EC%BB%A4%ED%94%BC%20%EB%B8%8C%EB%A3%A8%EC%96%B4%EC%8A%A4&tab=photo
서서울,은평,슬러프커피,서울 은평구 연서로16길 15-7,37.6097942,126.9184887,https://store.naver.com/restaurants/detail?id=1775085519&query=%EC%8A%AC%EB%9F%AC%ED%94%84%EC%BB%A4%ED%94%BC&tab=photo
서서울,은평,다용도실,서울 은평구 연서로20길 17,37.6140571,126.9198779,https://blog.naver.com/wjsthgus1019/221330409520
서서울,마포,프릳츠 도화점,서울 마포구 새창로2길 17,37.5409755,126.9490468,
서서울,마포,피오니,서울 마포구 어울마당로 56,37.5499118,126.9212434,
서서울,마포,앤트러사이트 합정점,서울 마포구 토정로5길 10,37.5458006,126.9183208,
서서울,마포,카페부라노,서울 마포구 동교로23길 14,37.5568708,126.9208862,
서서울,마포,소복 홍대 본점,서울 마포구 어울마당로 58,37.5500661,126.9212695,
서서울,마포,허밍벨라,서울 마포구 독막로7길 57,37.5503215,126.9199349,
서서울,마포,젤라띠젤라띠,서울 마포구 와우산로17길 12,37.5502746,126.9223031,
서서울,마포,커피가게동경,서울 마포구 망원로6길 21,37.5559099,126.9035384,
서서울,마포,아오이토리,서울 마포구 와우산로29길 8,37.5547393,126.9294391,
서서울,마포,안티크코코,서울 마포구 독막로 64,37.5475819,126.9204814,
서서울,마포,카페 레드빅,서울 마포구 잔다리로6길 5,37.5521037,126.9194429,
서서울,마포,카페하이웨스트,서울 마포구 성미산로 167-9,37.5645316,126.9250634,https://blog.naver.com/you_11/221328844590
서서울,마포,블랑드티,서울 마포구 양화로 61,37.5507622,126.9150317,https://blog.naver.com/h4543777/221252847983
서서울,서대문,카페 카페,서울 서대문구 연세로12길 19,37.5590079,126.9381633,
서서울,서대문,호밀밭,서울 서대문구 신촌역로 43,37.5589121,126.9406332,
서서울,서대문,매뉴팩트커피,서울 서대문구 연희로11길 29,37.567758,126.9295981,
서서울,서대문,어반앨리스,서울 서대문구 이화여대1길 10,37.5576095,126.9449016,
서서울,서대문,waffle it up,서울 서대문구 이화여대3길 42-19,37.5582078,126.9432894,
서서울,서대문,카페페라,서울 서대문구 이화여대8길 2,37.558617,126.9459253,
서서울,서대문,보일링팟,서울 서대문구 연세로 42-22,37.5592082,126.9382884,
서서울,서대문,마호가니,서울 서대문구 연희맛로 45,37.5688266,126.9311834,
서서울,서대문,독수리다방,서울 서대문구 연세로 36,37.5587229,126.9372291,
서서울,서대문,하이드미플리즈,서울 서대문구 통일로39나길 5,37.5884239,126.9430865,
서서울,서대문,마이디어스윗,서울 서대문구 세검정로 52-10,37.5919658,126.9465059,https://blog.naver.com/rladudrhkd31/221171436911
서서울,서대문,로열티하우스,서울 서대문구 충정로 71-5,37.5651589,126.9654212,https://store.naver.com/restaurants/detail?id=497790303&query=%EB%A1%9C%EC%97%B4%ED%8B%B0%ED%95%98%EC%9A%B0%EC%8A%A4&tab=photo
서서울,서대문,팝컨테이너,서울 서대문구 명물길 70,37.5588248,126.9400516,https://blog.naver.com/gidepddl/220692631680
서남,강서,고양이똥,서울 강서구 공항대로59가길 13,37.5520047,126.8646271,
서남,강서,고양이정원,서울 강서구 개화동로19길 18,37.5756508,126.8031032,
서남,강서,헤븐온탑 김포공항점,서울 강서구 하늘길 38,37.5667733,126.8025118,
서남,강서,WE Ccafe,서울 강서구 강서로47길 169,37.5534108,126.8267049,
서남,강서,아임멍,서울 강서구 마곡서로 158,37.568023,126.825098,
서남,강서,카페숨,서울 강서구 공항대로39길 7,37.5585779,126.8433001,
서남,강서,하롱하롱,서울 강서구 마곡서로 152,37.5675429,126.8259872,
서남,강서,뚜스뚜스,서울 강서구 화곡로 408,37.5595764,126.8547716,https://blog.naver.com/limje79/220896685355
서남,강서,요로콘데,서울 강서구 마곡중앙로 161-1,37.5678801,126.8265667,https://blog.naver.com/taxandlove/221139361630
서남,강서,브루드서울,서울 강서구 마곡중앙로 161-11,37.5678801,126.8265667,https://store.naver.com/restaurants/detail?id=939982639&query=%EB%B8%8C%EB%A3%A8%EB%93%9C%EC%84%9C%EC%9A%B8&tab=photo
서남,강서,793 플라워팩토리,서울 강서구 마곡중앙8로 90,37.5608125,126.8376875,https://blog.naver.com/orangezrzr/221209583366
서남,강서,카페소금다방,서울 강서구 공항대로61길 42,37.5526855,126.8663732,https://store.naver.com/restaurants/detail?id=37634491&query=%EC%B9%B4%ED%8E%98%EC%86%8C%EA%B8%88%EB%8B%A4%EB%B0%A9&tab=photo
서남,강서,어느예쁜날,서울 강서구 화곡로26가길 18,37.5408966,126.8395116,https://blog.naver.com/ehdal8633/221236479184
서남,양천,커피별녹색잔,서울 양천구 목동로21길 26,37.5252373,126.8608357,
서남,양천,C27 현대백화점목동점,서울 양천구 목동동로 257,37.5268253,126.8749782,
서남,양천,에프스토리,서울 양천구 목동동로 226-19,37.5255045,126.8730929,
서남,양천,cafe qooom,서울 양천구 목동로23길 1,37.5270576,126.863289,
서남,양천,카페 제하,서울 양천구 목동동로 177,37.5215822,126.8704402,
서남,양천,이기스카페 목동점,서울 양천구 목동동로 293,37.5281527,126.8757457,
서남,양천,르플로르,서울 양천구 목동동로 222-13,37.525279,126.8727908,
서남,양천,엘가커피 목동점,서울 양천구 신정중앙로 107,37.5263991,126.8636769,https://blog.naver.com/gysophile/221236014155
서남,양천,알리커피,서울 양천구 중앙로32길 45,37.519602,126.8587573,https://store.naver.com/restaurants/detail?id=33385677&query=%EC%95%8C%EB%A6%AC%EC%BB%A4%ED%94%BC&tab=photo
서남,양천,테디랩,서울 양천구 신월로36길 11,37.520665,126.8585533,https://blog.naver.com/10741_/221336111176
서남,양천,퍼블릭맨션,서울 양천구 등촌로 154,37.5434991,126.8625778,https://blog.naver.com/swityjinny/221244731042
서남,양천,카페쿤츠,서울 양천구 오목로 170,37.5248058,126.8561824,https://store.naver.com/restaurants/detail?id=36470266&query=%EC%B9%B4%ED%8E%98%EC%BF%A4%EC%B8%A0&tab=photo
서남,양천,커피그레이드,서울 양천구 중앙로51길 71,37.5234824,126.8426124,https://store.naver.com/restaurants/detail?id=1779352101&query=%EC%BB%A4%ED%94%BC%EA%B7%B8%EB%A0%88%EC%9D%B4%EB%93%9C&tab=photo
서남,영등포,세상의모든아침,서울 영등포구 여의대로 24,37.522317,126.9201153,
서남,영등포,오월의종 타임스퀘어점,서울 영등포구 영중로 15,37.517007,126.9041419,
서남,영등포,올드문래,서울 영등포구 도림로 433-6,37.5138911,126.8942605,
서남,영등포,선유기지,서울 영등포구 선유로51길 1,37.536435,126.8976356,
서남,영등포,폴앤폴리나 여의도점,서울 영등포구 의사당대로 108,37.5199076,126.9245387,
서남,영등포,카페 진정성,서울 영등포구 국제금융로8길 31,37.5198562,126.9279038,
서남,영등포,마호가니커피 타임스퀘어점,서울 영등포구 영중로 15,37.517007,126.9041419,
서남,영등포,타르타르 여의도점,서울 영등포구 의사당대로1길 11,37.5191693,126.9285663,https://blog.naver.com/sumer_sky/221305283988
서남,영등포,빌리엔젤 당산역점,서울 영등포구 당산로 223,37.5337706,126.9012083,http://blogfiles.naver.net/MjAxODA3MjJfNDkg/MDAxNTMyMjQyMTU4OTc1.rD8LlCib7uuJcCrEl5PkXIK-CIQ-XLv35mvyO0Z2_hgg.NXxI45yDauNWhFK7T9PlNgoKuvIWXBq6dr1lf0nhCx4g.JPEG.dony_zzang/output_3795363546.jpg
서남,영등포,시즌커피앤베이크,서울 영등포구 양산로9길 12-1,37.5263223,126.8888412,https://blog.naver.com/wldi22/221335369667
서남,영등포,카페 엘디아,서울 영등포구 양평로22길 18,37.5376712,126.8973605,http://ldb.phinf.naver.net/20160121_205/1453345674512hKClj_JPEG/176071523772098_18.jpg
서남,영등포,테라로사 여의도점,서울 영등포구 여의대로 56,37.5240065,126.9228655,https://blog.naver.com/astroko/221276922380
서남,영등포,보사노바 커피 로스터스 문래점,서울 영등포구 영등포로20길 22-4,37.5199186,126.8920018,https://store.naver.com/restaurants/detail?id=946794373&query=%EB%B3%B4%EC%82%AC%EB%85%B8%EB%B0%94%20%EC%BB%A4%ED%94%BC%20%EB%A1%9C%EC%8A%A4%ED%84%B0%EC%8A%A4%20%EB%AC%B8%EB%9E%98%EC%A0%90&tab=photo
서남,구로,메이비,서울 구로구 디지털로32나길 51,37.4848624,126.9005444,
서남,구로,카페큐브,서울 구로구 경인로 662,37.5084321,126.8887332,
서남,구로,빈브라더스 현대백화점 디큐브시티점,서울 구로구 경인로 662,37.5084321,126.8887332,
서남,구로,이름없는 가게,서울 구로구 개봉로1나길 52,37.485394,126.8524179,
서남,구로,고마워케이크,서울 구로구 디지털로 300,37.4833793,126.8941131,
서남,구로,LonelyAve,서울 구로구 경인로65길 44,37.509554,126.8852079,
서남,구로,Cafe126,서울 구로구 고척로30길 6,37.5019532,126.8485194,
서남,구로,카페노아,서울 구로구 서해안로30길 12,37.493176,126.8438922,https://store.naver.com/restaurants/detail?id=38738319&query=%EC%B9%B4%ED%8E%98%EB%85%B8%EC%95%84&tab=photo
서남,구로,테일팟,서울 구로구 공원로6나길 29-17,37.5047919,126.8908445,https://store.naver.com/restaurants/detail?id=83420750&query=%ED%85%8C%EC%9D%BC%ED%8C%9F&tab=photo
서남,구로,데일리스위츠,서울 구로구 중앙로9,37.5051273,126.8602919,http://blogfiles.naver.net/MjAxODAyMTJfMTQz/MDAxNTE4NDE2Njg5NDA3.-0sZjSe_xInLYdWeIqSb4J0mAeMrYrPaEYdcnXcv1J8g.lzgabqc5X5gHcnyZLQvNmiSPMnerov9fMunt0dyGCi0g.JPEG.13soyoung_0/output_2556289875.jpg
서남,구로,하이드아웃,서울 구로구 개봉로20길 30,37.4933424,126.8564453,https://sininii.blog.me/221129096701
서남,구로,써드포지션,서울 구로구 개봉로24길 42,37.4958436,126.8577404,https://blog.naver.com/carnam123/221160101047
서남,구로,카페 이졸레,서울 구로구 도림천로 336,37.4949733,126.8937332,https://blog.naver.com/sh5ng/221306148636
도심,종로,레이어드,서울 종로구 북촌로2길 2-3,37.5776998,126.9859145,
도심,종로,식물,서울 종로구 돈화문로11다길 46-1,37.5737275,126.9896329,
도심,종로,빌즈,서울 종로구 종로3길 17,37.5717005,126.9797154,
도심,종로,서울커피 익선점,서울 종로구 수표로28길 33-3,37.5732519,126.9900717,
도심,종로,스펙터,서울 종로구 필운대로6길 23-1,37.5802397,126.969663,
도심,종로,커피방앗간,서울 종로구 북촌로5가길 8-11,37.5802805,126.9824672,
도심,종로,서울커피상회,서울 종로구 자하문로7길 67-2,37.58015,126.9688842,
도심,종로,프릳츠 원서점,서울 종로구 율곡로 83,37.5775971,126.9884326,http://blogfiles.naver.net/MjAxODA3MjNfMjgg/MDAxNTMyMzE4ODI1MTY4.fwjEbzroY9WLOAYxHhQJ1wMTjqBL-37O0hICBF7otzYg.mWjXnyXPRo5nLWIn2Ii4Qub5Q2f24hfolKTKq_OHQGAg.JPEG.bhnx52/1532318063081.jpg
도심,종로,제프리카벤디쉬런던,서울 종로구 대학로8가길 129,37.5802717,127.0035119,https://blog.naver.com/rasojeong/221033566270
도심,종로,TXT Coffee,서울 종로구 창덕궁길 121,37.5828255,126.9890299,https://blog.naver.com/7yjlove7/221242255522
도심,종로,도밍고팩토리,서울 종로구 성균관로 15,37.5891352,126.996627,http://ldb.phinf.naver.net/20180323_163/1521776373322Ss8A8_JPEG/wHSs8roKP3aJEBE7Y4Zs1Dts.jpg
도심,종로,홍콩샤워,서울 종로구 창경궁로29길 36,37.5841462,126.9973452,https://blog.naver.com/iamvenie/221224857051
도심,종로,블루룸,서울 종로구 대명1길 16-7,37.5828312,127.0002759,https://blog.naver.com/yeawonkoh/221335638714
도심,중구,포엠,서울 중구 명동4길 13,37.5630844,126.9837459,
도심,중구,현상소,서울 중구 만리재로37길 24,37.5567475,126.9671412,
도심,중구,분카샤,서울 중구 을지로14길 20,37.5653338,126.9919965,
도심,중구,호텔수선화,서울 중구 충무로7길 17,37.5656561,126.9916481,
도심,중구,비단콤마,서울 중구 소월로 31-1,37.556742,126.9766496,
도심,중구,마뫼,서울 중구 소파로 41,37.5551372,126.9813401,
도심,중구,토스마이슈,서울 중구 세종대로18길 20-1,37.5636239,126.9782895,
도심,중구,4F,서울 중구 을지로35길 26-1,37.5678416,127.0013445,http://ldb.phinf.naver.net/20171113_117/1510561361786Sz4Nk_JPEG/Z4d-6AZ8FnECdEFvfa1wvnz5.jpg
도심,중구,투피스,서울 중구 을지로 230-1,37.5665133,127.0036771,https://blog.naver.com/dalbit108/221267604581
도심,중구,카페 피크닉,서울 중구 퇴계로6가길 30,37.5569375,126.9781092,https://blog.naver.com/cafecurator/221335188790
도심,중구,심세정,서울 중구 퇴계로 409-11,37.5660188,127.0170214,https://mignonvely.blog.me/221265075160
도심,중구,아포테케리,서울특별시 중구 퇴계로 409-9,37.5659926,127.0169086,http://ldb.phinf.naver.net/20180501_174/15251010625040whU0_JPEG/JEV2Tur74Jj0zap__RjlyMEC.PNG.jpg
도심,중구,리사르커피,서울 중구 다산로8길 16-7,37.5524436,127.0104206,https://blog.naver.com/ginger176/221235290661
도심,용산,라페름,서울 용산구 이태원로54길 32,37.536976,127.0017111,
도심,용산,아베크엘,서울 용산구 두텁바위로69길 29,37.5504891,126.9806485,
도심,용산,원인어밀리언,서울 용산구 이태원로54길 31,37.5368755,127.0018731,
도심,용산,언더프레셔,서울 용산구 한남대로20길 51,37.534899,127.0097292,
도심,용산,챔프커피 제2작업실,서울 용산구 녹사평대로26가길 24,37.5324573,126.9928012,
도심,용산,때가이르매,서울 용산구 두텁바위로 8,37.5450476,126.9730378,
도심,용산,브랑쿠시,서울 용산구 새창로 104,37.5380141,126.9597642,
도심,용산,두화당,서울 용산구 백범로87길 25,37.5386701,126.9682902,https://blog.naver.com/onoduo6/221315994753
도심,용산,모어댄레스,서울 용산구 이태원로49길 24,37.537443,126.9992958,https://blog.naver.com/kangmj1992/221267889176
도심,용산,수르기,서울 용산구 이태원로42길 32,37.5359926,127.0003947,https://blog.naver.com/extreamwarm/221314378301
도심,용산,앤드커피랩,서울 용산구 이태원로54길 74,37.5351991,127.0009597,https://blog.naver.com/tomnmo/221339046891
도심,용산,이로공작,서울 용산구 소월로26길 14,37.5453174,126.9870595,https://blog.naver.com/i_am_yoon_c/221302446904
도심,용산,오랑오랑,서울 용산구 소월로20길 26-14,37.5450619,126.9850113,https://blog.naver.com/bbs2149/221310436547
남서울,동작,아뜨레케이크,서울 동작구 여의대방로22길 138,37.4982582,126.9275997,
남서울,동작,브레드숨,서울 동작구 노량진로18길 37,37.5123243,126.9517867,
남서울,동작,오후홍콩,서울 동작구 흑석로13가길 29,37.5078464,126.9600755,
남서울,동작,베로니카아서울,서울 동작구 시흥대로 596,37.485621,126.904518,
남서울,동작,카페퍼블리코,서울 동작구 상도로 47,37.4999026,126.9258221,
남서울,동작,벨르보,서울 동작구 상도로33길 11,37.5058885,126.9448439,
남서울,동작,세녹,서울 동작구 사당로 304,37.484882,126.9813359,
남서울,동작,사랑해 바보 똥개,서울 동작구 만양로 112,37.5132965,126.9443935,
남서울,동작,페니커피로스터스,서울 동작구 동작대로1길 36,37.4773461,126.9794111,
남서울,동작,오다가다,서울 동작구 동작대로35길 10,37.4909312,126.981809,
남서울,동작,밍구네다방,서울 동작구 노량진로 132,37.5133065,126.9405871,
남서울,동작,달콤쌉싸롱,서울 동작구 노량진로12길 12-4,37.5133706,126.9439197,
남서울,동작,프랑세즈,서울 동작구 현충로 96,37.5079012,126.964262,
남서울,관악,쟝블랑제리,서울 관악구 낙성대역길 8,37.4771481,126.9619528,
남서울,관악,오후의 과일,서울 관악구 관악로14길 15,37.4791817,126.9534766,
남서울,관악,egg thumb,서울 관악구 관악로14길 98,37.4777646,126.9577847,
남서울,관악,아모르미오,서울 관악구 행운2길 20,37.4790531,126.9600258,
남서울,관악,미드레벨,서울 관악구 관악로14길 63,37.4785582,126.9560224,
남서울,관악,RIVER BELL,서울 관악구 봉천로 524,37.4790891,126.9559404,
남서울,관악,황홀경,서울 관악구 관악로14길 37,37.478906,126.9545918,
남서울,관악,더은교,서울 관악구 봉천로 600-1,37.4760044,126.9637753,
남서울,관악,그날의 브런치,서울 관악구 남부순환로230길 48,37.4779581,126.9552031,
남서울,관악,서울테이블,서울 관악구 관악로14길 2,37.4788269,126.9539044,
남서울,관악,메이드바이아린,서울 관악구 관악로12길 47,37.4777983,126.9550708,
남서울,관악,포말커피,서울 관악구 신림로67길 25,37.4857522,126.9278553,
남서울,관악,티라노커피,서울 관악구 남부순환로230길 39,37.4782967,126.9555862,
남서울,금천,재미길,서울 금천구 시흥대로50길 12-13,37.4507671,126.9030916,
남서울,금천,모나드 커피로스터스,서울 금천구 금하로24길 5,37.4507177,126.9087568,
남서울,금천,디오델 커피,서울 금천구 벚꽃로 30,37.4588664,126.893955,
남서울,금천,로드앤커피 2.5,서울 금천구 시흥대로 202,37.4519241,126.9021343,
남서울,금천,커피이즈,서울 금천구 은행나무로 50,37.4511435,126.9032364,
남서울,금천,카페 트리니티,서울 금천구 가산디지털2로 108,37.4777658,126.8804909,https://blog.naver.com/dpfladl10/221168961317
남서울,금천,스미다,서울 금천구 벚꽃로 298,37.4813244,126.8837789,https://blog.naver.com/nayeonji/221319372448
남서울,금천,빌리엔젤,서울 금천구 디지털로9길 23,37.4786713,126.8864968,https://blog.naver.com/yuni4856/221274347844
남서울,금천,비틀주스,서울 금천구 디지털로9길 99,37.4816074,126.8848307,https://store.naver.com/restaurants/detail?id=13413221&query=%EB%B9%84%ED%8B%80%EC%A3%BC%EC%8A%A4
남서울,금천,카페자리,서울 금천구 독산로77길 39,37.4700717,126.9003473,https://blog.naver.com/sunhee2a/220522021998
남서울,금천,판데오로,서울 금천구 가산디지털1로 186,37.4817399,126.8817895,https://blog.naver.com/11ansgallry/221299911200
남서울,금천,손수다,서울 금천구 두산로 70,37.469824,126.89589,https://myhearts16.blog.me/221267595159
남서울,금천,제이제이서브,서울 금천구 가산디지털1로 131,37.4769739,126.8823128,https://blog.naver.com/posmankr/221260220627
강남,서초,카페마마스,서울 서초구 서운로 138,37.4959396,127.0252259,
강남,서초,더플라잉팬레드,서울 서초구 서초대로 411,37.4977803,127.0261927,
강남,서초,쿠오레에스프레소,서울 서초구 강남대로 275,37.4878685,127.0319729,
강남,서초,버터핑거팬케익,서울 서초구 강남대로61길 13,37.4988517,127.0255375,
강남,서초,프릳츠 양재점,서울 서초구 강남대로37길 24-11,37.4853311,127.0321832,
강남,서초,캐틀앤비,서울 서초구 양재천로 131,37.4787848,127.0418938,https://blog.naver.com/hellomilja/221337390938
강남,서초,MAILLET,서울 서초구 사평대로22길 14,37.4989206,126.997589,https://blog.naver.com/apexism/221336933030
강남,서초,밀크바,서울 서초구 사평대로 205,37.5044253,127.0077601,https://blog.naver.com/4590602/221287482965
강남,서초,하프커피,서울 서초구 사평대로 205,37.5044253,127.0077601,https://blog.naver.com/g_ny/221325688795
강남,서초,태양커피,서울 서초구 서초대로25길 55,37.4901785,126.992805,https://blog.naver.com/g_ny/221330874506
강남,서초,메종엠오,서울 서초구 방배로26길 22,37.4892766,126.9940824,https://blog.naver.com/cha9212/221337144904
강남,서초,루엘드파리,서울 서초구 서초중앙로 18,37.4840138,127.0173415,https://blog.naver.com/heyjujoo/221321497124
강남,서초,카페 릴리블랑,서울 서초구 양재천로19길 52,37.4776036,127.0381383,https://blog.naver.com/skan5422?Redirect=Log&logNo=220858461573
강남,강남,알베르,서울 강남구 강남대로102길 34,37.5030004,127.0280905,
강남,강남,C27 가로수길점,서울 강남구 도산대로15길 39,37.5206956,127.0232308,
강남,강남,더달달,서울 강남구 강남대로102길 38-6,37.5031401,127.0284212,
강남,강남,브라더후드키친,서울 강남구 봉은사로4길 22,37.503334,127.0263671,
강남,강남,에이블,서울 강남구 압구정로14길 12,37.5234764,127.0230339,
강남,강남,샤이바나,서울 강남구 영동대로 513,37.5101935,127.0585824,
강남,강남,알베르,서울 강남구 강남대로102길 34,37.5030004,127.0280905,https://blog.naver.com/dony_zzang/221336072454
강남,강남,수수커피,서울 강남구 강남대로84길 15,37.4970032,127.0298757,깃헙 사진 명 변경하기
강남,강남,오아시스,서울 강남구 도산대로55길 20,37.5247377,127.0405903,https://blog.naver.com/sdyeon89/221325796208
강남,강남,트리아농,서울 강남구 학동로59길 43,37.5202844,127.0445558,https://blog.naver.com/bbo0305/221304151801
강남,강남,미엘,서울 강남구 도산대로67길 13-12,37.5252864,127.0435926,https://blog.naver.com/nddoo_?Redirect=Log&logNo=221073135939
강남,강남,듀자미,서울 강남구 도산대로11길 28,37.5193063,127.0225815,https://blog.naver.com/beautylife9/221009673072
강남,강남,카페뮬라,서울 강남구 압구정로4길 13-12,37.521923,127.0212939,https://blog.naver.com/jjaehhun?Redirect=Log&logNo=221317263276
강북,도봉,PUKUPUKU,서울 도봉구 도당로13다길 19,37.6657761,127.0334324,
강북,도봉,카페오븐,서울 도봉구 해등로16길 12,37.6558439,127.0406987,
강북,도봉,쌍문동커피,서울 도봉구 도봉로116길 5,37.648175,127.035698,
강북,도봉,뮤즈서울,서울 도봉구 도봉로110다길 51,37.6428627,127.0333996,
강북,도봉,알레싸카페,서울 도봉구 도봉로150다길 28,37.6677642,127.044555,
강북,도봉,카페더로비,서울 도봉구 방학로 171-5,37.6619876,127.0332537,https://blogfiles.pstatic.net/MjAxODA4MDRfMjM1/MDAxNTMzMzQ1MDA3Mjky.fzI-l1oZ6N_xGfVJ2WcJh8kU5Y9VpicEV3_YXwRIJzgg.iLMCzUuuFjmbCpGq-kWp5UqJs9SqFiudqDbDHvo1JUwg.JPEG.kgsv79/1515759809209.jpg
강북,도봉,일월생,서울 도봉구 해등로 180,37.6577361,127.036838,https://postfiles.pstatic.net/MjAxNzA2MTJfMTk1/MDAxNDk3MjczODMzOTQ2.ZN67nhTQlIjbVEwX2NzfGqaKrQGic-Cxa8V2YXf91ogg.OqRXXgjNIKdRcrB341avVInWESqm6IKX_oF5CiXUbl0g.JPEG.okyejin123/image_3798963921497273056899.jpg?type=w966
